county,state,cases,deaths,2020 population,2019 raw GDP,percent change 2020
Rusk,Wisconsin,1140,13.0,14168.0,,
Sauk,Wisconsin,4698,31.0,65718.0,,
Sawyer,Wisconsin,1241,11.0,18107.0,,
Shawano,Wisconsin,4579,67.0,40838.0,,
Sheboygan,Wisconsin,11827,96.0,117937.0,,
St. Croix,Wisconsin,6547,28.0,93797.0,,
Taylor,Wisconsin,1776,19.0,19897.0,,
Trempealeau,Wisconsin,3052,30.0,30776.0,,
Vernon,Wisconsin,1580,30.0,30693.0,,
Vilas,Wisconsin,1669,23.0,23076.0,,
Walworth,Wisconsin,9438,102.0,106499.0,,
Washburn,Wisconsin,1095,14.0,16597.0,,
Washington,Wisconsin,13185,102.0,136732.0,,
Waukesha,Wisconsin,37252,370.0,407148.0,,
Waupaca,Wisconsin,4782,135.0,51713.0,,
Waushara,Wisconsin,2067,18.0,24511.0,,
Winnebago,Wisconsin,17021,165.0,171646.0,,
Wood,Wisconsin,6022,58.0,74091.0,,
Albany,Wyoming,3469,9.0,37079.0,1341209,-1.5
Big Horn,Wyoming,788,21.0,11467.0,502059,0.1
Campbell,Wyoming,4185,31.0,47116.0,5458527,-9.4
Carbon,Wyoming,946,15.0,14499.0,1733793,0
Converse,Wyoming,803,11.0,13724.0,1767039,-14.7
Crook,Wyoming,388,7.0,7178.0,288439,2.8
Fremont,Wyoming,3968,64.0,39177.0,1607240,-4.3
Goshen,Wyoming,1010,17.0,12503.0,491917,-8
Hot Springs,Wyoming,231,1.0,4622.0,283627,-7.2
Johnson,Wyoming,518,6.0,8459.0,440162,2
Laramie,Wyoming,7045,62.0,100690.0,5582066,-3.3
Lincoln,Wyoming,920,11.0,19674.0,852156,3.7
Natrona,Wyoming,6479,92.0,80229.0,5555850,-10.1
Niobrara,Wyoming,140,2.0,2439.0,127318,1.4
Park,Wyoming,2021,10.0,29656.0,1410646,-3.9
Platte,Wyoming,440,8.0,8623.0,561748,-10.9
Sheridan,Wyoming,2543,17.0,30996.0,1288943,-0.4
Sublette,Wyoming,597,6.0,8723.0,1617641,0.2
Sweetwater,Wyoming,2966,16.0,42158.0,3677972,-10.9
Teton,Wyoming,2138,4.0,23347.0,2268742,-4.1
Uinta,Wyoming,1558,7.0,20441.0,881052,-10.3
Washakie,Wyoming,780,19.0,7658.0,349686,-3.7
Weston,Wyoming,476,2.0,6809.0,322576,-3.1
